Territorio,Tipo de territorio,Categoría_Delito,Mes_Año,Tipo_de_Hecho,Cantidad,Mes,Año,Mes_Num
Nou Barris,Districte,Robo con fuerza,feb 2015,Hechos contra el patrimonio,117.0,feb,2015,2
Nou Barris,Districte,Robo con fuerza,mar 2015,Hechos contra el patrimonio,94.0,mar,2015,3
Nou Barris,Districte,Robo con fuerza,abr 2015,Hechos contra el patrimonio,94.0,abr,2015,4
Nou Barris,Districte,Robo con fuerza,may 2015,Hechos contra el patrimonio,90.0,may,2015,5
Nou Barris,Districte,Robo con fuerza,jun 2015,Hechos contra el patrimonio,104.0,jun,2015,6
Nou Barris,Districte,Robo con fuerza,jul 2015,Hechos contra el patrimonio,127.0,jul,2015,7
Nou Barris,Districte,Robo con fuerza,ago 2015,Hechos contra el patrimonio,132.0,ago,2015,8
Nou Barris,Districte,Robo con fuerza,sep 2015,Hechos contra el patrimonio,124.0,sep,2015,9
Nou Barris,Districte,Robo con fuerza,oct 2015,Hechos contra el patrimonio,136.0,oct,2015,10
Nou Barris,Districte,Robo con fuerza,nov 2015,Hechos contra el patrimonio,141.0,nov,2015,11
Nou Barris,Districte,Robo con fuerza,dic 2015,Hechos contra el patrimonio,123.0,dic,2015,12
Nou Barris,Districte,Robo con fuerza,ene 2016,Hechos contra el patrimonio,147.0,ene,2016,1
Nou Barris,Districte,Robo con fuerza,feb 2016,Hechos contra el patrimonio,120.0,feb,2016,2
Nou Barris,Districte,Robo con fuerza,mar 2016,Hechos contra el patrimonio,131.0,mar,2016,3
Nou Barris,Districte,Robo con fuerza,abr 2016,Hechos contra el patrimonio,101.0,abr,2016,4
Nou Barris,Districte,Robo con fuerza,may 2016,Hechos contra el patrimonio,100.0,may,2016,5
Nou Barris,Districte,Robo con fuerza,jun 2016,Hechos contra el patrimonio,109.0,jun,2016,6
Nou Barris,Districte,Robo con fuerza,jul 2016,Hechos contra el patrimonio,107.0,jul,2016,7
Nou Barris,Districte,Robo con fuerza,ago 2016,Hechos contra el patrimonio,166.0,ago,2016,8
Nou Barris,Districte,Robo con fuerza,sep 2016,Hechos contra el patrimonio,101.0,sep,2016,9
Nou Barris,Districte,Robo con fuerza,oct 2016,Hechos contra el patrimonio,84.0,oct,2016,10
Nou Barris,Districte,Robo con fuerza,nov 2016,Hechos contra el patrimonio,141.0,nov,2016,11
Nou Barris,Districte,Robo con fuerza,dic 2016,Hechos contra el patrimonio,131.0,dic,2016,12
Nou Barris,Districte,Robo con fuerza,ene 2017,Hechos contra el patrimonio,169.0,ene,2017,1
Nou Barris,Districte,Robo con fuerza,feb 2017,Hechos contra el patrimonio,121.0,feb,2017,2
Nou Barris,Districte,Robo con fuerza,mar 2017,Hechos contra el patrimonio,96.0,mar,2017,3
Nou Barris,Districte,Robo con fuerza,abr 2017,Hechos contra el patrimonio,82.0,abr,2017,4
Nou Barris,Districte,Robo con fuerza,may 2017,Hechos contra el patrimonio,114.0,may,2017,5
Nou Barris,Districte,Robo con fuerza,jun 2017,Hechos contra el patrimonio,86.0,jun,2017,6
Nou Barris,Districte,Robo con fuerza,jul 2017,Hechos contra el patrimonio,99.0,jul,2017,7
Nou Barris,Districte,Robo con fuerza,ago 2017,Hechos contra el patrimonio,108.0,ago,2017,8
Nou Barris,Districte,Robo con fuerza,sep 2017,Hechos contra el patrimonio,97.0,sep,2017,9
Nou Barris,Districte,Robo con fuerza,oct 2017,Hechos contra el patrimonio,91.0,oct,2017,10
Nou Barris,Districte,Robo con fuerza,nov 2017,Hechos contra el patrimonio,106.0,nov,2017,11
Nou Barris,Districte,Robo con fuerza,dic 2017,Hechos contra el patrimonio,103.0,dic,2017,12
Nou Barris,Districte,Robo con fuerza,ene 2018,Hechos contra el patrimonio,92.0,ene,2018,1
Nou Barris,Districte,Robo con fuerza,feb 2018,Hechos contra el patrimonio,94.0,feb,2018,2
Nou Barris,Districte,Robo con fuerza,mar 2018,Hechos contra el patrimonio,95.0,mar,2018,3
Nou Barris,Districte,Robo con fuerza,abr 2018,Hechos contra el patrimonio,63.0,abr,2018,4
Nou Barris,Districte,Robo con fuerza,may 2018,Hechos contra el patrimonio,84.0,may,2018,5
Nou Barris,Districte,Robo con fuerza,jun 2018,Hechos contra el patrimonio,68.0,jun,2018,6
Nou Barris,Districte,Robo con fuerza,jul 2018,Hechos contra el patrimonio,86.0,jul,2018,7
Nou Barris,Districte,Robo con fuerza,ago 2018,Hechos contra el patrimonio,96.0,ago,2018,8
Nou Barris,Districte,Robo con fuerza,sep 2018,Hechos contra el patrimonio,91.0,sep,2018,9
Nou Barris,Districte,Robo con fuerza,oct 2018,Hechos contra el patrimonio,117.0,oct,2018,10
Nou Barris,Districte,Robo con fuerza,nov 2018,Hechos contra el patrimonio,96.0,nov,2018,11
Nou Barris,Districte,Robo con fuerza,dic 2018,Hechos contra el patrimonio,110.0,dic,2018,12
Nou Barris,Districte,Robo con fuerza,ene 2019,Hechos contra el patrimonio,101.0,ene,2019,1
Nou Barris,Districte,Robo con fuerza,feb 2019,Hechos contra el patrimonio,81.0,feb,2019,2
Nou Barris,Districte,Robo con fuerza,mar 2019,Hechos contra el patrimonio,122.0,mar,2019,3
Nou Barris,Districte,Robo con fuerza,abr 2019,Hechos contra el patrimonio,79.0,abr,2019,4
Nou Barris,Districte,Robo con fuerza,may 2019,Hechos contra el patrimonio,123.0,may,2019,5
Nou Barris,Districte,Robo con fuerza,jun 2019,Hechos contra el patrimonio,85.0,jun,2019,6
Nou Barris,Districte,Robo con fuerza,jul 2019,Hechos contra el patrimonio,91.0,jul,2019,7
Nou Barris,Districte,Robo con fuerza,ago 2019,Hechos contra el patrimonio,105.0,ago,2019,8
Nou Barris,Districte,Robo con fuerza,sep 2019,Hechos contra el patrimonio,101.0,sep,2019,9
Nou Barris,Districte,Robo con fuerza,oct 2019,Hechos contra el patrimonio,113.0,oct,2019,10
Nou Barris,Districte,Robo con fuerza,nov 2019,Hechos contra el patrimonio,96.0,nov,2019,11
Nou Barris,Districte,Robo con fuerza,dic 2019,Hechos contra el patrimonio,168.0,dic,2019,12
Nou Barris,Districte,Robo con fuerza,ene 2020,Hechos contra el patrimonio,115.0,ene,2020,1
Nou Barris,Districte,Robo con fuerza,feb 2020,Hechos contra el patrimonio,134.0,feb,2020,2
Nou Barris,Districte,Robo con fuerza,mar 2020,Hechos contra el patrimonio,83.0,mar,2020,3
Nou Barris,Districte,Robo con fuerza,abr 2020,Hechos contra el patrimonio,62.0,abr,2020,4
Nou Barris,Districte,Robo con fuerza,may 2020,Hechos contra el patrimonio,80.0,may,2020,5
Nou Barris,Districte,Robo con fuerza,jun 2020,Hechos contra el patrimonio,93.0,jun,2020,6
Nou Barris,Districte,Robo con fuerza,jul 2020,Hechos contra el patrimonio,83.0,jul,2020,7
Nou Barris,Districte,Robo con fuerza,ago 2020,Hechos contra el patrimonio,80.0,ago,2020,8
Nou Barris,Districte,Robo con fuerza,sep 2020,Hechos contra el patrimonio,108.0,sep,2020,9
Nou Barris,Districte,Robo con fuerza,oct 2020,Hechos contra el patrimonio,68.0,oct,2020,10
Nou Barris,Districte,Robo con fuerza,nov 2020,Hechos contra el patrimonio,103.0,nov,2020,11
Nou Barris,Districte,Robo con fuerza,dic 2020,Hechos contra el patrimonio,76.0,dic,2020,12
Nou Barris,Districte,Robo con fuerza,ene 2021,Hechos contra el patrimonio,89.0,ene,2021,1
Nou Barris,Districte,Robo con fuerza,feb 2021,Hechos contra el patrimonio,81.0,feb,2021,2
Nou Barris,Districte,Robo con fuerza,mar 2021,Hechos contra el patrimonio,90.0,mar,2021,3
Nou Barris,Districte,Robo con fuerza,abr 2021,Hechos contra el patrimonio,85.0,abr,2021,4
Nou Barris,Districte,Robo con fuerza,may 2021,Hechos contra el patrimonio,72.0,may,2021,5
Nou Barris,Districte,Robo con fuerza,jun 2021,Hechos contra el patrimonio,76.0,jun,2021,6
Nou Barris,Districte,Robo con fuerza,jul 2021,Hechos contra el patrimonio,62.0,jul,2021,7
Nou Barris,Districte,Robo con fuerza,ago 2021,Hechos contra el patrimonio,71.0,ago,2021,8
Nou Barris,Districte,Robo con fuerza,sep 2021,Hechos contra el patrimonio,48.0,sep,2021,9
Nou Barris,Districte,Robo con fuerza,oct 2021,Hechos contra el patrimonio,70.0,oct,2021,10
Nou Barris,Districte,Robo con fuerza,nov 2021,Hechos contra el patrimonio,81.0,nov,2021,11
Nou Barris,Districte,Robo con fuerza,dic 2021,Hechos contra el patrimonio,76.0,dic,2021,12
Nou Barris,Districte,Robo con fuerza,ene 2022,Hechos contra el patrimonio,110.0,ene,2022,1
Nou Barris,Districte,Robo con fuerza,feb 2022,Hechos contra el patrimonio,89.0,feb,2022,2
Nou Barris,Districte,Robo con fuerza,mar 2022,Hechos contra el patrimonio,102.0,mar,2022,3
Nou Barris,Districte,Robo con fuerza,abr 2022,Hechos contra el patrimonio,93.0,abr,2022,4
Nou Barris,Districte,Robo con fuerza,may 2022,Hechos contra el patrimonio,87.0,may,2022,5
Nou Barris,Districte,Robo con fuerza,jun 2022,Hechos contra el patrimonio,74.0,jun,2022,6
Nou Barris,Districte,Robo con fuerza,jul 2022,Hechos contra el patrimonio,89.0,jul,2022,7
Nou Barris,Districte,Robo con fuerza,ago 2022,Hechos contra el patrimonio,91.0,ago,2022,8
Nou Barris,Districte,Robo con fuerza,sep 2022,Hechos contra el patrimonio,85.0,sep,2022,9
Nou Barris,Districte,Robo con fuerza,oct 2022,Hechos contra el patrimonio,77.0,oct,2022,10
Nou Barris,Districte,Robo con fuerza,nov 2022,Hechos contra el patrimonio,63.0,nov,2022,11
Nou Barris,Districte,Robo con fuerza,dic 2022,Hechos contra el patrimonio,140.0,dic,2022,12
Nou Barris,Districte,Robo con fuerza,ene 2023,Hechos contra el patrimonio,135.0,ene,2023,1
Nou Barris,Districte,Robo con fuerza,feb 2023,Hechos contra el patrimonio,68.0,feb,2023,2
Nou Barris,Districte,Robo con fuerza,mar 2023,Hechos contra el patrimonio,79.0,mar,2023,3
Nou Barris,Districte,Robo con fuerza,abr 2023,Hechos contra el patrimonio,80.0,abr,2023,4
Nou Barris,Districte,Robo con fuerza,may 2023,Hechos contra el patrimonio,83.0,may,2023,5
Nou Barris,Districte,Robo con fuerza,jun 2023,Hechos contra el patrimonio,86.0,jun,2023,6
Nou Barris,Districte,Robo con fuerza,jul 2023,Hechos contra el patrimonio,119.0,jul,2023,7
Nou Barris,Districte,Robo con fuerza,ago 2023,Hechos contra el patrimonio,113.0,ago,2023,8
Nou Barris,Districte,Robo con fuerza,sep 2023,Hechos contra el patrimonio,85.0,sep,2023,9
Nou Barris,Districte,Robo con fuerza,oct 2023,Hechos contra el patrimonio,65.0,oct,2023,10
Nou Barris,Districte,Robo con fuerza,nov 2023,Hechos contra el patrimonio,64.0,nov,2023,11
Nou Barris,Districte,Robo con fuerza,dic 2023,Hechos contra el patrimonio,74.0,dic,2023,12
Nou Barris,Districte,Robo con fuerza,ene 2024,Hechos contra el patrimonio,82.0,ene,2024,1
Nou Barris,Districte,Robo con fuerza,feb 2024,Hechos contra el patrimonio,97.0,feb,2024,2
Nou Barris,Districte,Robo con fuerza,mar 2024,Hechos contra el patrimonio,65.0,mar,2024,3
Nou Barris,Districte,Robo con fuerza,abr 2024,Hechos contra el patrimonio,77.0,abr,2024,4
Nou Barris,Districte,Robo con fuerza,may 2024,Hechos contra el patrimonio,85.0,may,2024,5
Nou Barris,Districte,Robo con fuerza,jun 2024,Hechos contra el patrimonio,75.0,jun,2024,6
Nou Barris,Districte,Robo con fuerza,jul 2024,Hechos contra el patrimonio,72.0,jul,2024,7
Nou Barris,Districte,Robo con fuerza,ago 2024,Hechos contra el patrimonio,56.0,ago,2024,8
Nou Barris,Districte,Robo con fuerza,sep 2024,Hechos contra el patrimonio,57.0,sep,2024,9
Nou Barris,Districte,Robo con fuerza,oct 2024,Hechos contra el patrimonio,44.0,oct,2024,10
Nou Barris,Districte,Robo con fuerza,nov 2024,Hechos contra el patrimonio,61.0,nov,2024,11
Nou Barris,Districte,Robo con fuerza,dic 2024,Hechos contra el patrimonio,67.0,dic,2024,12
Nou Barris,Districte,Robo con fuerza,ene 2025,Hechos contra el patrimonio,84.0,ene,2025,1
Nou Barris,Districte,Robo con fuerza,feb 2025,Hechos contra el patrimonio,53.0,feb,2025,2
Nou Barris,Districte,Robo con fuerza,mar 2025,Hechos contra el patrimonio,59.0,mar,2025,3
Nou Barris,Districte,Robo con fuerza,abr 2025,Hechos contra el patrimonio,50.0,abr,2025,4
Nou Barris,Districte,Robo con fuerza,may 2025,Hechos contra el patrimonio,49.0,may,2025,5
Nou Barris,Districte,Robo con fuerza,jun 2025,Hechos contra el patrimonio,42.0,jun,2025,6
Nou Barris,Districte,Robo con fuerza,jul 2025,Hechos contra el patrimonio,51.0,jul,2025,7
Nou Barris,Districte,Robo con fuerza,ago 2025,Hechos contra el patrimonio,55.0,ago,2025,8
Nou Barris,Districte,Robo con fuerza,sep 2025,Hechos contra el patrimonio,65.0,sep,2025,9
Nou Barris,Districte,Robo con fuerza,oct 2025,Hechos contra el patrimonio,68.0,oct,2025,10
Nou Barris,Districte,Robo con fuerza,nov 2025,Hechos contra el patrimonio,49.0,nov,2025,11
Nou Barris,Districte,Robo con fuerza,dic 2025,Hechos contra el patrimonio,57.0,dic,2025,12
Nou Barris,Districte,Robo con fuerza,ene 2026,Hechos contra el patrimonio,74.0,ene,2026,1
Nou Barris,Districte,Robo con violencia/intimidación,ene 2011,Hechos contra el patrimonio,79.0,ene,2011,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2011,Hechos contra el patrimonio,70.0,feb,2011,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2011,Hechos contra el patrimonio,72.0,mar,2011,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2011,Hechos contra el patrimonio,64.0,abr,2011,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2011,Hechos contra el patrimonio,67.0,may,2011,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2011,Hechos contra el patrimonio,81.0,jun,2011,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2011,Hechos contra el patrimonio,91.0,jul,2011,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2011,Hechos contra el patrimonio,61.0,ago,2011,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2011,Hechos contra el patrimonio,82.0,sep,2011,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2011,Hechos contra el patrimonio,79.0,oct,2011,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2011,Hechos contra el patrimonio,77.0,nov,2011,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2011,Hechos contra el patrimonio,72.0,dic,2011,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2012,Hechos contra el patrimonio,66.0,ene,2012,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2012,Hechos contra el patrimonio,76.0,feb,2012,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2012,Hechos contra el patrimonio,79.0,mar,2012,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2012,Hechos contra el patrimonio,73.0,abr,2012,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2012,Hechos contra el patrimonio,97.0,may,2012,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2012,Hechos contra el patrimonio,80.0,jun,2012,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2012,Hechos contra el patrimonio,101.0,jul,2012,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2012,Hechos contra el patrimonio,78.0,ago,2012,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2012,Hechos contra el patrimonio,96.0,sep,2012,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2012,Hechos contra el patrimonio,103.0,oct,2012,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2012,Hechos contra el patrimonio,82.0,nov,2012,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2012,Hechos contra el patrimonio,96.0,dic,2012,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2013,Hechos contra el patrimonio,100.0,ene,2013,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2013,Hechos contra el patrimonio,79.0,feb,2013,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2013,Hechos contra el patrimonio,74.0,mar,2013,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2013,Hechos contra el patrimonio,86.0,abr,2013,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2013,Hechos contra el patrimonio,87.0,may,2013,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2013,Hechos contra el patrimonio,72.0,jun,2013,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2013,Hechos contra el patrimonio,79.0,jul,2013,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2013,Hechos contra el patrimonio,58.0,ago,2013,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2013,Hechos contra el patrimonio,68.0,sep,2013,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2013,Hechos contra el patrimonio,79.0,oct,2013,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2013,Hechos contra el patrimonio,80.0,nov,2013,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2013,Hechos contra el patrimonio,90.0,dic,2013,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2014,Hechos contra el patrimonio,74.0,ene,2014,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2014,Hechos contra el patrimonio,85.0,feb,2014,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2014,Hechos contra el patrimonio,72.0,mar,2014,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2014,Hechos contra el patrimonio,68.0,abr,2014,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2014,Hechos contra el patrimonio,64.0,may,2014,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2014,Hechos contra el patrimonio,67.0,jun,2014,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2014,Hechos contra el patrimonio,67.0,jul,2014,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2014,Hechos contra el patrimonio,45.0,ago,2014,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2014,Hechos contra el patrimonio,45.0,sep,2014,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2014,Hechos contra el patrimonio,55.0,oct,2014,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2014,Hechos contra el patrimonio,51.0,nov,2014,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2014,Hechos contra el patrimonio,50.0,dic,2014,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2015,Hechos contra el patrimonio,55.0,ene,2015,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2015,Hechos contra el patrimonio,59.0,feb,2015,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2015,Hechos contra el patrimonio,54.0,mar,2015,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2015,Hechos contra el patrimonio,58.0,abr,2015,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2015,Hechos contra el patrimonio,60.0,may,2015,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2015,Hechos contra el patrimonio,66.0,jun,2015,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2015,Hechos contra el patrimonio,75.0,jul,2015,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2015,Hechos contra el patrimonio,57.0,ago,2015,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2015,Hechos contra el patrimonio,54.0,sep,2015,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2015,Hechos contra el patrimonio,71.0,oct,2015,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2015,Hechos contra el patrimonio,55.0,nov,2015,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2015,Hechos contra el patrimonio,88.0,dic,2015,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2016,Hechos contra el patrimonio,57.0,ene,2016,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2016,Hechos contra el patrimonio,66.0,feb,2016,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2016,Hechos contra el patrimonio,43.0,mar,2016,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2016,Hechos contra el patrimonio,33.0,abr,2016,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2016,Hechos contra el patrimonio,45.0,may,2016,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2016,Hechos contra el patrimonio,47.0,jun,2016,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2016,Hechos contra el patrimonio,47.0,jul,2016,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2016,Hechos contra el patrimonio,46.0,ago,2016,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2016,Hechos contra el patrimonio,43.0,sep,2016,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2016,Hechos contra el patrimonio,56.0,oct,2016,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2016,Hechos contra el patrimonio,72.0,nov,2016,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2016,Hechos contra el patrimonio,67.0,dic,2016,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2017,Hechos contra el patrimonio,60.0,ene,2017,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2017,Hechos contra el patrimonio,53.0,feb,2017,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2017,Hechos contra el patrimonio,53.0,mar,2017,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2017,Hechos contra el patrimonio,45.0,abr,2017,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2017,Hechos contra el patrimonio,62.0,may,2017,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2017,Hechos contra el patrimonio,43.0,jun,2017,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2017,Hechos contra el patrimonio,58.0,jul,2017,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2017,Hechos contra el patrimonio,45.0,ago,2017,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2017,Hechos contra el patrimonio,53.0,sep,2017,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2017,Hechos contra el patrimonio,51.0,oct,2017,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2017,Hechos contra el patrimonio,64.0,nov,2017,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2017,Hechos contra el patrimonio,81.0,dic,2017,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2018,Hechos contra el patrimonio,62.0,ene,2018,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2018,Hechos contra el patrimonio,48.0,feb,2018,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2018,Hechos contra el patrimonio,49.0,mar,2018,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2018,Hechos contra el patrimonio,43.0,abr,2018,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2018,Hechos contra el patrimonio,51.0,may,2018,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2018,Hechos contra el patrimonio,54.0,jun,2018,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2018,Hechos contra el patrimonio,53.0,jul,2018,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2018,Hechos contra el patrimonio,57.0,ago,2018,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2018,Hechos contra el patrimonio,49.0,sep,2018,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2018,Hechos contra el patrimonio,75.0,oct,2018,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2018,Hechos contra el patrimonio,74.0,nov,2018,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2018,Hechos contra el patrimonio,56.0,dic,2018,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2019,Hechos contra el patrimonio,61.0,ene,2019,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2019,Hechos contra el patrimonio,59.0,feb,2019,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2019,Hechos contra el patrimonio,64.0,mar,2019,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2019,Hechos contra el patrimonio,54.0,abr,2019,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2019,Hechos contra el patrimonio,63.0,may,2019,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2019,Hechos contra el patrimonio,53.0,jun,2019,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2019,Hechos contra el patrimonio,67.0,jul,2019,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2019,Hechos contra el patrimonio,48.0,ago,2019,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2019,Hechos contra el patrimonio,76.0,sep,2019,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2019,Hechos contra el patrimonio,71.0,oct,2019,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2019,Hechos contra el patrimonio,66.0,nov,2019,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2019,Hechos contra el patrimonio,59.0,dic,2019,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2020,Hechos contra el patrimonio,66.0,ene,2020,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2020,Hechos contra el patrimonio,81.0,feb,2020,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2020,Hechos contra el patrimonio,33.0,mar,2020,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2020,Hechos contra el patrimonio,16.0,abr,2020,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2020,Hechos contra el patrimonio,29.0,may,2020,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2020,Hechos contra el patrimonio,62.0,jun,2020,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2020,Hechos contra el patrimonio,57.0,jul,2020,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2020,Hechos contra el patrimonio,70.0,ago,2020,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2020,Hechos contra el patrimonio,51.0,sep,2020,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2020,Hechos contra el patrimonio,55.0,oct,2020,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2020,Hechos contra el patrimonio,43.0,nov,2020,11
Nou Barris,Districte,Robo con violencia/intimidación,dic 2020,Hechos contra el patrimonio,52.0,dic,2020,12
Nou Barris,Districte,Robo con violencia/intimidación,ene 2021,Hechos contra el patrimonio,60.0,ene,2021,1
Nou Barris,Districte,Robo con violencia/intimidación,feb 2021,Hechos contra el patrimonio,71.0,feb,2021,2
Nou Barris,Districte,Robo con violencia/intimidación,mar 2021,Hechos contra el patrimonio,69.0,mar,2021,3
Nou Barris,Districte,Robo con violencia/intimidación,abr 2021,Hechos contra el patrimonio,41.0,abr,2021,4
Nou Barris,Districte,Robo con violencia/intimidación,may 2021,Hechos contra el patrimonio,51.0,may,2021,5
Nou Barris,Districte,Robo con violencia/intimidación,jun 2021,Hechos contra el patrimonio,61.0,jun,2021,6
Nou Barris,Districte,Robo con violencia/intimidación,jul 2021,Hechos contra el patrimonio,53.0,jul,2021,7
Nou Barris,Districte,Robo con violencia/intimidación,ago 2021,Hechos contra el patrimonio,50.0,ago,2021,8
Nou Barris,Districte,Robo con violencia/intimidación,sep 2021,Hechos contra el patrimonio,43.0,sep,2021,9
Nou Barris,Districte,Robo con violencia/intimidación,oct 2021,Hechos contra el patrimonio,75.0,oct,2021,10
Nou Barris,Districte,Robo con violencia/intimidación,nov 2021,Hechos contra el patrimonio,43.0,nov,2021,11
