Territorio,Tipo de territorio,Categoría_Delito,Mes_Año,Tipo_de_Hecho,Cantidad,Mes,Año,Mes_Num
Districte no informat,Districte,Robo y hurto de uso de vehículo,jun 2011,Hechos contra el patrimonio,1.0,jun,2011,6
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2011,Hechos contra el patrimonio,3.0,jul,2011,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2011,Hechos contra el patrimonio,1.0,sep,2011,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2011,Hechos contra el patrimonio,3.0,oct,2011,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2011,Hechos contra el patrimonio,1.0,nov,2011,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2011,Hechos contra el patrimonio,4.0,dic,2011,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,ene 2012,Hechos contra el patrimonio,4.0,ene,2012,1
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2012,Hechos contra el patrimonio,1.0,feb,2012,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,mar 2012,Hechos contra el patrimonio,1.0,mar,2012,3
Districte no informat,Districte,Robo y hurto de uso de vehículo,abr 2012,Hechos contra el patrimonio,2.0,abr,2012,4
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2012,Hechos contra el patrimonio,2.0,may,2012,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jun 2012,Hechos contra el patrimonio,5.0,jun,2012,6
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2012,Hechos contra el patrimonio,5.0,jul,2012,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,ago 2012,Hechos contra el patrimonio,6.0,ago,2012,8
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2012,Hechos contra el patrimonio,4.0,sep,2012,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2012,Hechos contra el patrimonio,1.0,oct,2012,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2012,Hechos contra el patrimonio,3.0,nov,2012,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2012,Hechos contra el patrimonio,2.0,dic,2012,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,ene 2013,Hechos contra el patrimonio,1.0,ene,2013,1
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2013,Hechos contra el patrimonio,1.0,feb,2013,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,mar 2013,Hechos contra el patrimonio,1.0,mar,2013,3
Districte no informat,Districte,Robo y hurto de uso de vehículo,abr 2013,Hechos contra el patrimonio,1.0,abr,2013,4
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2013,Hechos contra el patrimonio,1.0,may,2013,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2013,Hechos contra el patrimonio,2.0,jul,2013,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,ago 2013,Hechos contra el patrimonio,2.0,ago,2013,8
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2013,Hechos contra el patrimonio,2.0,sep,2013,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2013,Hechos contra el patrimonio,3.0,oct,2013,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2013,Hechos contra el patrimonio,2.0,nov,2013,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2013,Hechos contra el patrimonio,1.0,dic,2013,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2014,Hechos contra el patrimonio,1.0,feb,2014,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,mar 2014,Hechos contra el patrimonio,1.0,mar,2014,3
Districte no informat,Districte,Robo y hurto de uso de vehículo,abr 2014,Hechos contra el patrimonio,1.0,abr,2014,4
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2014,Hechos contra el patrimonio,1.0,may,2014,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jun 2014,Hechos contra el patrimonio,1.0,jun,2014,6
Districte no informat,Districte,Robo y hurto de uso de vehículo,ago 2014,Hechos contra el patrimonio,1.0,ago,2014,8
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2014,Hechos contra el patrimonio,1.0,sep,2014,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2014,Hechos contra el patrimonio,2.0,oct,2014,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2014,Hechos contra el patrimonio,2.0,nov,2014,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2014,Hechos contra el patrimonio,1.0,dic,2014,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,abr 2015,Hechos contra el patrimonio,2.0,abr,2015,4
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2015,Hechos contra el patrimonio,1.0,may,2015,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jun 2015,Hechos contra el patrimonio,1.0,jun,2015,6
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2015,Hechos contra el patrimonio,1.0,sep,2015,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2015,Hechos contra el patrimonio,6.0,oct,2015,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2015,Hechos contra el patrimonio,2.0,nov,2015,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2015,Hechos contra el patrimonio,1.0,dic,2015,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,abr 2016,Hechos contra el patrimonio,1.0,abr,2016,4
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2016,Hechos contra el patrimonio,1.0,may,2016,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jun 2016,Hechos contra el patrimonio,1.0,jun,2016,6
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2016,Hechos contra el patrimonio,4.0,jul,2016,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2016,Hechos contra el patrimonio,1.0,sep,2016,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2016,Hechos contra el patrimonio,3.0,oct,2016,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2016,Hechos contra el patrimonio,2.0,nov,2016,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2016,Hechos contra el patrimonio,2.0,dic,2016,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,ene 2017,Hechos contra el patrimonio,2.0,ene,2017,1
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2017,Hechos contra el patrimonio,1.0,feb,2017,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,mar 2017,Hechos contra el patrimonio,3.0,mar,2017,3
Districte no informat,Districte,Robo y hurto de uso de vehículo,abr 2017,Hechos contra el patrimonio,1.0,abr,2017,4
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2017,Hechos contra el patrimonio,1.0,may,2017,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2017,Hechos contra el patrimonio,4.0,jul,2017,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,ago 2017,Hechos contra el patrimonio,1.0,ago,2017,8
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2017,Hechos contra el patrimonio,1.0,sep,2017,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2017,Hechos contra el patrimonio,2.0,nov,2017,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,ene 2018,Hechos contra el patrimonio,4.0,ene,2018,1
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2018,Hechos contra el patrimonio,4.0,feb,2018,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,mar 2018,Hechos contra el patrimonio,1.0,mar,2018,3
Districte no informat,Districte,Robo y hurto de uso de vehículo,abr 2018,Hechos contra el patrimonio,1.0,abr,2018,4
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2018,Hechos contra el patrimonio,2.0,may,2018,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2018,Hechos contra el patrimonio,1.0,jul,2018,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,ago 2018,Hechos contra el patrimonio,1.0,ago,2018,8
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2018,Hechos contra el patrimonio,1.0,sep,2018,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2018,Hechos contra el patrimonio,2.0,oct,2018,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2018,Hechos contra el patrimonio,1.0,nov,2018,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,ene 2019,Hechos contra el patrimonio,2.0,ene,2019,1
Districte no informat,Districte,Robo y hurto de uso de vehículo,mar 2019,Hechos contra el patrimonio,1.0,mar,2019,3
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2019,Hechos contra el patrimonio,2.0,may,2019,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2019,Hechos contra el patrimonio,2.0,jul,2019,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,ago 2019,Hechos contra el patrimonio,1.0,ago,2019,8
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2019,Hechos contra el patrimonio,3.0,sep,2019,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2019,Hechos contra el patrimonio,2.0,nov,2019,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2020,Hechos contra el patrimonio,1.0,feb,2020,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,abr 2020,Hechos contra el patrimonio,1.0,abr,2020,4
Districte no informat,Districte,Robo y hurto de uso de vehículo,jun 2020,Hechos contra el patrimonio,1.0,jun,2020,6
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2020,Hechos contra el patrimonio,1.0,jul,2020,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,ago 2020,Hechos contra el patrimonio,1.0,ago,2020,8
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2020,Hechos contra el patrimonio,1.0,sep,2020,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2020,Hechos contra el patrimonio,2.0,dic,2020,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,ene 2021,Hechos contra el patrimonio,3.0,ene,2021,1
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2021,Hechos contra el patrimonio,2.0,feb,2021,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,mar 2021,Hechos contra el patrimonio,1.0,mar,2021,3
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2021,Hechos contra el patrimonio,2.0,may,2021,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2022,Hechos contra el patrimonio,2.0,feb,2022,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2022,Hechos contra el patrimonio,1.0,sep,2022,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2022,Hechos contra el patrimonio,1.0,oct,2022,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,mar 2023,Hechos contra el patrimonio,3.0,mar,2023,3
Districte no informat,Districte,Robo y hurto de uso de vehículo,may 2023,Hechos contra el patrimonio,2.0,may,2023,5
Districte no informat,Districte,Robo y hurto de uso de vehículo,jun 2023,Hechos contra el patrimonio,2.0,jun,2023,6
Districte no informat,Districte,Robo y hurto de uso de vehículo,jul 2023,Hechos contra el patrimonio,1.0,jul,2023,7
Districte no informat,Districte,Robo y hurto de uso de vehículo,ago 2023,Hechos contra el patrimonio,1.0,ago,2023,8
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2023,Hechos contra el patrimonio,1.0,dic,2023,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,feb 2024,Hechos contra el patrimonio,1.0,feb,2024,2
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2024,Hechos contra el patrimonio,1.0,oct,2024,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2024,Hechos contra el patrimonio,1.0,nov,2024,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,sep 2025,Hechos contra el patrimonio,1.0,sep,2025,9
Districte no informat,Districte,Robo y hurto de uso de vehículo,oct 2025,Hechos contra el patrimonio,1.0,oct,2025,10
Districte no informat,Districte,Robo y hurto de uso de vehículo,nov 2025,Hechos contra el patrimonio,2.0,nov,2025,11
Districte no informat,Districte,Robo y hurto de uso de vehículo,dic 2025,Hechos contra el patrimonio,1.0,dic,2025,12
Districte no informat,Districte,Robo y hurto de uso de vehículo,ene 2026,Hechos contra el patrimonio,2.0,ene,2026,1
Districte no informat,Districte,Tentativa homicidio/asesinato,jul 2011,Hechos contra las personas,1.0,jul,2011,7
Districte no informat,Districte,Tentativa homicidio/asesinato,sep 2011,Hechos contra las personas,1.0,sep,2011,9
Districte no informat,Districte,Tentativa homicidio/asesinato,ene 2012,Hechos contra las personas,1.0,ene,2012,1
Districte no informat,Districte,Tentativa homicidio/asesinato,mar 2012,Hechos contra las personas,1.0,mar,2012,3
Districte no informat,Districte,Tentativa homicidio/asesinato,ago 2012,Hechos contra las personas,2.0,ago,2012,8
Districte no informat,Districte,Tentativa homicidio/asesinato,nov 2012,Hechos contra las personas,1.0,nov,2012,11
Districte no informat,Districte,Tentativa homicidio/asesinato,mar 2013,Hechos contra las personas,2.0,mar,2013,3
Districte no informat,Districte,Tentativa homicidio/asesinato,jul 2013,Hechos contra las personas,1.0,jul,2013,7
Districte no informat,Districte,Tentativa homicidio/asesinato,ene 2025,Hechos contra las personas,1.0,ene,2025,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2011,Hechos contra las personas,3.0,feb,2011,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2011,Hechos contra las personas,5.0,mar,2011,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2011,Hechos contra las personas,3.0,abr,2011,4
Eixample,Districte,Agresiones y abusos sexuales,may 2011,Hechos contra las personas,8.0,may,2011,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2011,Hechos contra las personas,6.0,jun,2011,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2011,Hechos contra las personas,9.0,jul,2011,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2011,Hechos contra las personas,4.0,ago,2011,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2011,Hechos contra las personas,7.0,sep,2011,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2011,Hechos contra las personas,2.0,oct,2011,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2011,Hechos contra las personas,5.0,nov,2011,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2011,Hechos contra las personas,4.0,dic,2011,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2012,Hechos contra las personas,6.0,ene,2012,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2012,Hechos contra las personas,5.0,feb,2012,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2012,Hechos contra las personas,4.0,mar,2012,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2012,Hechos contra las personas,4.0,abr,2012,4
Eixample,Districte,Agresiones y abusos sexuales,may 2012,Hechos contra las personas,3.0,may,2012,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2012,Hechos contra las personas,3.0,jun,2012,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2012,Hechos contra las personas,1.0,jul,2012,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2012,Hechos contra las personas,3.0,ago,2012,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2012,Hechos contra las personas,4.0,sep,2012,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2012,Hechos contra las personas,9.0,oct,2012,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2012,Hechos contra las personas,4.0,nov,2012,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2012,Hechos contra las personas,8.0,dic,2012,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2013,Hechos contra las personas,9.0,ene,2013,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2013,Hechos contra las personas,5.0,feb,2013,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2013,Hechos contra las personas,10.0,mar,2013,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2013,Hechos contra las personas,2.0,abr,2013,4
Eixample,Districte,Agresiones y abusos sexuales,may 2013,Hechos contra las personas,10.0,may,2013,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2013,Hechos contra las personas,1.0,jun,2013,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2013,Hechos contra las personas,7.0,jul,2013,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2013,Hechos contra las personas,9.0,ago,2013,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2013,Hechos contra las personas,7.0,sep,2013,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2013,Hechos contra las personas,6.0,oct,2013,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2013,Hechos contra las personas,7.0,nov,2013,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2013,Hechos contra las personas,11.0,dic,2013,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2014,Hechos contra las personas,3.0,ene,2014,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2014,Hechos contra las personas,8.0,feb,2014,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2014,Hechos contra las personas,4.0,mar,2014,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2014,Hechos contra las personas,7.0,abr,2014,4
Eixample,Districte,Agresiones y abusos sexuales,may 2014,Hechos contra las personas,6.0,may,2014,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2014,Hechos contra las personas,5.0,jun,2014,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2014,Hechos contra las personas,7.0,jul,2014,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2014,Hechos contra las personas,13.0,ago,2014,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2014,Hechos contra las personas,8.0,sep,2014,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2014,Hechos contra las personas,7.0,oct,2014,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2014,Hechos contra las personas,4.0,nov,2014,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2014,Hechos contra las personas,6.0,dic,2014,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2015,Hechos contra las personas,6.0,ene,2015,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2015,Hechos contra las personas,8.0,feb,2015,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2015,Hechos contra las personas,8.0,mar,2015,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2015,Hechos contra las personas,7.0,abr,2015,4
Eixample,Districte,Agresiones y abusos sexuales,may 2015,Hechos contra las personas,7.0,may,2015,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2015,Hechos contra las personas,2.0,jun,2015,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2015,Hechos contra las personas,7.0,jul,2015,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2015,Hechos contra las personas,9.0,ago,2015,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2015,Hechos contra las personas,10.0,sep,2015,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2015,Hechos contra las personas,12.0,oct,2015,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2015,Hechos contra las personas,4.0,nov,2015,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2015,Hechos contra las personas,5.0,dic,2015,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2016,Hechos contra las personas,10.0,ene,2016,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2016,Hechos contra las personas,16.0,feb,2016,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2016,Hechos contra las personas,13.0,mar,2016,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2016,Hechos contra las personas,9.0,abr,2016,4
Eixample,Districte,Agresiones y abusos sexuales,may 2016,Hechos contra las personas,8.0,may,2016,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2016,Hechos contra las personas,7.0,jun,2016,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2016,Hechos contra las personas,12.0,jul,2016,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2016,Hechos contra las personas,6.0,ago,2016,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2016,Hechos contra las personas,4.0,sep,2016,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2016,Hechos contra las personas,8.0,oct,2016,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2016,Hechos contra las personas,6.0,nov,2016,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2016,Hechos contra las personas,3.0,dic,2016,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2017,Hechos contra las personas,6.0,ene,2017,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2017,Hechos contra las personas,8.0,feb,2017,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2017,Hechos contra las personas,11.0,mar,2017,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2017,Hechos contra las personas,11.0,abr,2017,4
Eixample,Districte,Agresiones y abusos sexuales,may 2017,Hechos contra las personas,9.0,may,2017,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2017,Hechos contra las personas,10.0,jun,2017,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2017,Hechos contra las personas,12.0,jul,2017,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2017,Hechos contra las personas,8.0,ago,2017,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2017,Hechos contra las personas,9.0,sep,2017,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2017,Hechos contra las personas,7.0,oct,2017,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2017,Hechos contra las personas,12.0,nov,2017,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2017,Hechos contra las personas,13.0,dic,2017,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2018,Hechos contra las personas,9.0,ene,2018,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2018,Hechos contra las personas,7.0,feb,2018,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2018,Hechos contra las personas,9.0,mar,2018,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2018,Hechos contra las personas,12.0,abr,2018,4
Eixample,Districte,Agresiones y abusos sexuales,may 2018,Hechos contra las personas,5.0,may,2018,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2018,Hechos contra las personas,18.0,jun,2018,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2018,Hechos contra las personas,10.0,jul,2018,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2018,Hechos contra las personas,9.0,ago,2018,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2018,Hechos contra las personas,8.0,sep,2018,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2018,Hechos contra las personas,13.0,oct,2018,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2018,Hechos contra las personas,8.0,nov,2018,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2018,Hechos contra las personas,11.0,dic,2018,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2019,Hechos contra las personas,5.0,ene,2019,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2019,Hechos contra las personas,11.0,feb,2019,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2019,Hechos contra las personas,11.0,mar,2019,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2019,Hechos contra las personas,4.0,abr,2019,4
Eixample,Districte,Agresiones y abusos sexuales,may 2019,Hechos contra las personas,13.0,may,2019,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2019,Hechos contra las personas,6.0,jun,2019,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2019,Hechos contra las personas,3.0,jul,2019,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2019,Hechos contra las personas,18.0,ago,2019,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2019,Hechos contra las personas,13.0,sep,2019,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2019,Hechos contra las personas,7.0,oct,2019,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2019,Hechos contra las personas,15.0,nov,2019,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2019,Hechos contra las personas,21.0,dic,2019,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2020,Hechos contra las personas,16.0,ene,2020,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2020,Hechos contra las personas,14.0,feb,2020,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2020,Hechos contra las personas,14.0,mar,2020,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2020,Hechos contra las personas,8.0,abr,2020,4
Eixample,Districte,Agresiones y abusos sexuales,may 2020,Hechos contra las personas,2.0,may,2020,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2020,Hechos contra las personas,15.0,jun,2020,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2020,Hechos contra las personas,19.0,jul,2020,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2020,Hechos contra las personas,14.0,ago,2020,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2020,Hechos contra las personas,10.0,sep,2020,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2020,Hechos contra las personas,3.0,oct,2020,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2020,Hechos contra las personas,9.0,nov,2020,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2020,Hechos contra las personas,5.0,dic,2020,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2021,Hechos contra las personas,6.0,ene,2021,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2021,Hechos contra las personas,8.0,feb,2021,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2021,Hechos contra las personas,11.0,mar,2021,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2021,Hechos contra las personas,12.0,abr,2021,4
Eixample,Districte,Agresiones y abusos sexuales,may 2021,Hechos contra las personas,9.0,may,2021,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2021,Hechos contra las personas,16.0,jun,2021,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2021,Hechos contra las personas,11.0,jul,2021,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2021,Hechos contra las personas,11.0,ago,2021,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2021,Hechos contra las personas,12.0,sep,2021,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2021,Hechos contra las personas,12.0,oct,2021,10
Eixample,Districte,Agresiones y abusos sexuales,nov 2021,Hechos contra las personas,10.0,nov,2021,11
Eixample,Districte,Agresiones y abusos sexuales,dic 2021,Hechos contra las personas,11.0,dic,2021,12
Eixample,Districte,Agresiones y abusos sexuales,ene 2022,Hechos contra las personas,6.0,ene,2022,1
Eixample,Districte,Agresiones y abusos sexuales,feb 2022,Hechos contra las personas,11.0,feb,2022,2
Eixample,Districte,Agresiones y abusos sexuales,mar 2022,Hechos contra las personas,12.0,mar,2022,3
Eixample,Districte,Agresiones y abusos sexuales,abr 2022,Hechos contra las personas,12.0,abr,2022,4
Eixample,Districte,Agresiones y abusos sexuales,may 2022,Hechos contra las personas,16.0,may,2022,5
Eixample,Districte,Agresiones y abusos sexuales,jun 2022,Hechos contra las personas,16.0,jun,2022,6
Eixample,Districte,Agresiones y abusos sexuales,jul 2022,Hechos contra las personas,14.0,jul,2022,7
Eixample,Districte,Agresiones y abusos sexuales,ago 2022,Hechos contra las personas,11.0,ago,2022,8
Eixample,Districte,Agresiones y abusos sexuales,sep 2022,Hechos contra las personas,25.0,sep,2022,9
Eixample,Districte,Agresiones y abusos sexuales,oct 2022,Hechos contra las personas,15.0,oct,2022,10
